line,part_number,part_number_description,images,attributes
SYL,53LLBP,53 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/53llbp_01_001.jpg"",""syl/53llbp_01_002.jpg"",""syl/53llbp_01_003.jpg"",""syl/53llbp_01_004.jpg"",""syl/53llbp_01_005.jpg"",""syl/53llbp_01_006.jpg"",""syl/53llbp_01_007.jpg"",""syl/53llbp_01_008.jpg"",""syl/53llbp_01_009.jpg"",""syl/53llbp_01_010.jpg"",""syl/53llbp_01_011.jpg"",""syl/53llbp_01_012.jpg"",""syl/53llbp_01_013.jpg"",""syl/53llbp_01_014.jpg"",""syl/53llbp_01_015.jpg"",""syl/53llbp_01_016.jpg"",""syl/53llbp_01_017.jpg"",""syl/53llbp_01_018.jpg"",""syl/53llbp_01_019.jpg"",""syl/53llbp_01_020.jpg"",""syl/53llbp_01_021.jpg"",""syl/53llbp_01_022.jpg"",""syl/53llbp_01_023.jpg"",""syl/53llbp_01_024.jpg"",""syl/sylvania-53-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-53-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-53-ll-bp2-prm-es-01.jpg"",""syl/sylvania-53-ll-bp2-wty-es-05.jpg""}'","[{""Amperage (A)"" : ""0.11 Amp""}, {""Light Center Length (in)"" : ""1/2 Inch""}, {""Street Legal"" : ""Yes""}, {""Wattage (W)"" : ""1.7 Watt""}, {""Voltage (V)"" : ""14.4 Volt""}, {""Bulb Type"" : ""Incandescent""}, {""Number Of Filaments"" : ""1""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Overall Length (in)"" : ""15/16 Inch""}, {""Bulb Family"" : ""T3""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Light Output (Lumens)"" : ""13 Lumen""}, {""Color"" : ""Clear""}, {""Base Type"" : ""BA9""}]"
SYL,55LLBP,55 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/55llbp_01_001.jpg"",""syl/55llbp_01_002.jpg"",""syl/55llbp_01_003.jpg"",""syl/55llbp_01_004.jpg"",""syl/55llbp_01_005.jpg"",""syl/55llbp_01_006.jpg"",""syl/55llbp_01_007.jpg"",""syl/55llbp_01_008.jpg"",""syl/55llbp_01_009.jpg"",""syl/55llbp_01_010.jpg"",""syl/55llbp_01_011.jpg"",""syl/55llbp_01_012.jpg"",""syl/55llbp_01_013.jpg"",""syl/55llbp_01_014.jpg"",""syl/55llbp_01_015.jpg"",""syl/55llbp_01_016.jpg"",""syl/55llbp_01_017.jpg"",""syl/55llbp_01_018.jpg"",""syl/55llbp_01_019.jpg"",""syl/55llbp_01_020.jpg"",""syl/55llbp_01_021.jpg"",""syl/55llbp_01_022.jpg"",""syl/55llbp_01_023.jpg"",""syl/55llbp_01_024.jpg"",""syl/sylvania-55-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-55-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-55-ll-bp2-prm-es-01.jpg"",""syl/sylvania-55-ll-bp2-wty-es-05.jpg""}'","[{""Bulb Type"" : ""Incandescent""}, {""Light Center Length (in)"" : ""9/16 Inch""}, {""Light Output (Lumens)"" : ""25 Lumen""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Industry Number"" : ""55""}, {""Base Type"" : ""BA9s""}, {""Amperage (A)"" : ""0.41 Amp""}, {""Wattage (W)"" : ""2.87 Watt""}, {""Color"" : ""Clear""}, {""Street Legal"" : ""Yes""}, {""Voltage (V)"" : ""7 Volt""}, {""Bulb Family"" : ""G4""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Number Of Filaments"" : ""1""}, {""Overall Length (in)"" : ""1-1/16 Inch""}]"
SYL,561LLBP,561 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/561llbp_01_001.jpg"",""syl/561llbp_01_002.jpg"",""syl/561llbp_01_003.jpg"",""syl/561llbp_01_004.jpg"",""syl/561llbp_01_005.jpg"",""syl/561llbp_01_006.jpg"",""syl/561llbp_01_007.jpg"",""syl/561llbp_01_008.jpg"",""syl/561llbp_01_009.jpg"",""syl/561llbp_01_010.jpg"",""syl/561llbp_01_011.jpg"",""syl/561llbp_01_012.jpg"",""syl/561llbp_01_013.jpg"",""syl/561llbp_01_014.jpg"",""syl/561llbp_01_015.jpg"",""syl/561llbp_01_016.jpg"",""syl/561llbp_01_017.jpg"",""syl/561llbp_01_018.jpg"",""syl/561llbp_01_019.jpg"",""syl/561llbp_01_020.jpg"",""syl/561llbp_01_021.jpg"",""syl/561llbp_01_022.jpg"",""syl/561llbp_01_023.jpg"",""syl/561llbp_01_024.jpg"",""syl/sylvania-561-ll-bp2-bop-es-02.jpg"",""syl/sylvania-561-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-561-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-561-ll-bp2-prm-es-01.jpg"",""syl/sylvania-561-ll-bp2-wty-es-05.jpg""}'","[{""Voltage (V)"" : ""12.8 Volt""}, {""Base Type"" : ""Rigid Loop""}, {""Industry Number"" : ""561""}, {""Light Output (Lumens)"" : ""151 Lumen""}, {""Color"" : ""Clear""}, {""Amperage (A)"" : ""0.97 Amp""}, {""Bulb Family"" : ""T3""}, {""Overall Length (in)"" : ""1-3/4 Inch""}, {""Wattage (W)"" : ""12.41 Watt""}, {""Bulb Diameter (in)"" : ""3/4 Inch""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Street Legal"" : ""Yes""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Filament Type"" : ""C8""}]"
SYL,562LLBP,562 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/562llbp_01_001.jpg"",""syl/562llbp_01_002.jpg"",""syl/562llbp_01_003.jpg"",""syl/562llbp_01_004.jpg"",""syl/562llbp_01_005.jpg"",""syl/562llbp_01_006.jpg"",""syl/562llbp_01_007.jpg"",""syl/562llbp_01_008.jpg"",""syl/562llbp_01_009.jpg"",""syl/562llbp_01_010.jpg"",""syl/562llbp_01_011.jpg"",""syl/562llbp_01_012.jpg"",""syl/562llbp_01_013.jpg"",""syl/562llbp_01_014.jpg"",""syl/562llbp_01_015.jpg"",""syl/562llbp_01_016.jpg"",""syl/562llbp_01_017.jpg"",""syl/562llbp_01_018.jpg"",""syl/562llbp_01_019.jpg"",""syl/562llbp_01_020.jpg"",""syl/562llbp_01_021.jpg"",""syl/562llbp_01_022.jpg"",""syl/562llbp_01_023.jpg"",""syl/562llbp_01_024.jpg"",""syl/sylvania-562-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-562-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-562-ll-bp2-prm-es-01.jpg"",""syl/sylvania-562-ll-bp2-wty-es-05.jpg""}'","[{""Color"" : ""Clear""}, {""Industry Number"" : ""562""}, {""Street Legal"" : ""Yes""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Bulb Type"" : ""Incandescent""}, {""Number Of Filaments"" : ""1""}, {""Voltage (V)"" : ""12 Volt""}, {""Overall Length (in)"" : ""1-3/4 Inch""}, {""Bulb Family"" : ""T3""}, {""Light Output (Lumens)"" : ""75 Lumen""}, {""Amperage (A)"" : ""0.83 Amp""}, {""Wattage (W)"" : ""10 Watt""}, {""Base Type"" : ""Rigid Loop""}]"
SYL,578LLBP,578 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/578llbp_01_001.jpg"",""syl/578llbp_01_002.jpg"",""syl/578llbp_01_003.jpg"",""syl/578llbp_01_004.jpg"",""syl/578llbp_01_005.jpg"",""syl/578llbp_01_006.jpg"",""syl/578llbp_01_007.jpg"",""syl/578llbp_01_008.jpg"",""syl/578llbp_01_009.jpg"",""syl/578llbp_01_010.jpg"",""syl/578llbp_01_011.jpg"",""syl/578llbp_01_012.jpg"",""syl/578llbp_01_013.jpg"",""syl/578llbp_01_014.jpg"",""syl/578llbp_01_015.jpg"",""syl/578llbp_01_016.jpg"",""syl/578llbp_01_017.jpg"",""syl/578llbp_01_018.jpg"",""syl/578llbp_01_019.jpg"",""syl/578llbp_01_020.jpg"",""syl/578llbp_01_021.jpg"",""syl/578llbp_01_022.jpg"",""syl/578llbp_01_023.jpg"",""syl/578llbp_01_024.jpg"",""syl/sylvania-578-ll-bp2-bop-es-02.jpg"",""syl/sylvania-578-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-578-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-578-ll-bp2-prm-es-01.jpg"",""syl/sylvania-578-ll-bp2-wty-es-05.jpg""}'","[{""Bulb Diameter (in)"" : ""3/8 Inch""}, {""Light Center Length (in)"" : ""3/8 Inch""}, {""Industry Number"" : ""578""}, {""Base Type"" : ""End Cap""}, {""Color"" : ""Clear""}, {""Number Of Filaments"" : ""1""}, {""Voltage (V)"" : ""12 Volt""}, {""Overall Length (in)"" : ""1-3/4 Inch""}, {""Bulb Type"" : ""Incandescent""}, {""Bulb Family"" : ""T3""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Light Output (Lumens)"" : ""113 Lumen""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Street Legal"" : ""Yes""}, {""Amperage (A)"" : ""0.78 Amp""}, {""Wattage (W)"" : ""10 Watt""}]"
SYL,579LLBP,579 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/579llbp_01_001.jpg"",""syl/579llbp_01_002.jpg"",""syl/579llbp_01_003.jpg"",""syl/579llbp_01_004.jpg"",""syl/579llbp_01_005.jpg"",""syl/579llbp_01_006.jpg"",""syl/579llbp_01_007.jpg"",""syl/579llbp_01_008.jpg"",""syl/579llbp_01_009.jpg"",""syl/579llbp_01_010.jpg"",""syl/579llbp_01_011.jpg"",""syl/579llbp_01_012.jpg"",""syl/579llbp_01_013.jpg"",""syl/579llbp_01_014.jpg"",""syl/579llbp_01_015.jpg"",""syl/579llbp_01_016.jpg"",""syl/579llbp_01_017.jpg"",""syl/579llbp_01_018.jpg"",""syl/579llbp_01_019.jpg"",""syl/579llbp_01_020.jpg"",""syl/579llbp_01_021.jpg"",""syl/579llbp_01_022.jpg"",""syl/579llbp_01_023.jpg"",""syl/579llbp_01_024.jpg"",""syl/sylvania-579-ll-bp2-bop-es-02.jpg"",""syl/sylvania-579-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-579-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-579-ll-bp2-prm-es-01.jpg"",""syl/sylvania-579-ll-bp2-wty-es-05.jpg""}'","[{""Color"" : ""Clear""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Base Type"" : ""W2.1x9.2d""}, {""Bulb Type"" : ""Incandescent""}, {""Light Output (Lumens)"" : ""113 Lumen""}, {""Light Center Length (in)"" : ""13/16 Inch""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Street Legal"" : ""Yes""}, {""Overall Length (in)"" : ""1-1/2 Inch""}, {""Bulb Family"" : ""T5""}, {""Voltage (V)"" : ""12 Volt""}, {""Wattage (W)"" : ""9 Watt""}, {""Amperage (A)"" : ""0.75 Amp""}, {""Bulb Diameter (in)"" : ""9/16 Inch""}, {""Number Of Filaments"" : ""1""}, {""Industry Number"" : ""579""}]"
SYL,57LLBP,57 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/57llbp_01_001.jpg"",""syl/57llbp_01_002.jpg"",""syl/57llbp_01_003.jpg"",""syl/57llbp_01_004.jpg"",""syl/57llbp_01_005.jpg"",""syl/57llbp_01_006.jpg"",""syl/57llbp_01_007.jpg"",""syl/57llbp_01_008.jpg"",""syl/57llbp_01_009.jpg"",""syl/57llbp_01_010.jpg"",""syl/57llbp_01_011.jpg"",""syl/57llbp_01_012.jpg"",""syl/57llbp_01_013.jpg"",""syl/57llbp_01_014.jpg"",""syl/57llbp_01_015.jpg"",""syl/57llbp_01_016.jpg"",""syl/57llbp_01_017.jpg"",""syl/57llbp_01_018.jpg"",""syl/57llbp_01_019.jpg"",""syl/57llbp_01_020.jpg"",""syl/57llbp_01_021.jpg"",""syl/57llbp_01_022.jpg"",""syl/57llbp_01_023.jpg"",""syl/57llbp_01_024.jpg"",""syl/sylvania-57-ll-bp2-bop-es-02.jpg"",""syl/sylvania-57-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-57-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-57-ll-bp2-prm-es-01.jpg"",""syl/sylvania-57-ll-bp2-wty-es-05.jpg""}'","[{""Overall Length (in)"" : ""1-1/16 Inch""}, {""Bulb Diameter (in)"" : ""1/2 Inch""}, {""Light Center Length (in)"" : ""1/2 Inch""}, {""Base Type"" : ""BA9""}, {""Light Output (Lumens)"" : ""25 Lumen""}, {""Bulb Type"" : ""Incandescent""}, {""Number Of Filaments"" : ""1""}, {""Voltage (V)"" : ""12 Volt""}, {""Wattage (W)"" : ""3.4 Watt""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Color"" : ""Clear""}, {""Bulb Family"" : ""G4""}, {""Amperage (A)"" : ""0.24 Amp""}, {""Street Legal"" : ""Yes""}]"
SYL,631LLBP,631 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/631llbp_01_001.jpg"",""syl/631llbp_01_002.jpg"",""syl/631llbp_01_003.jpg"",""syl/631llbp_01_004.jpg"",""syl/631llbp_01_005.jpg"",""syl/631llbp_01_006.jpg"",""syl/631llbp_01_007.jpg"",""syl/631llbp_01_008.jpg"",""syl/631llbp_01_009.jpg"",""syl/631llbp_01_010.jpg"",""syl/631llbp_01_011.jpg"",""syl/631llbp_01_012.jpg"",""syl/631llbp_01_013.jpg"",""syl/631llbp_01_014.jpg"",""syl/631llbp_01_015.jpg"",""syl/631llbp_01_016.jpg"",""syl/631llbp_01_017.jpg"",""syl/631llbp_01_018.jpg"",""syl/631llbp_01_019.jpg"",""syl/631llbp_01_020.jpg"",""syl/631llbp_01_021.jpg"",""syl/631llbp_01_022.jpg"",""syl/631llbp_01_023.jpg"",""syl/631llbp_01_024.jpg"",""syl/sylvania-631-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-631-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-631-ll-bp2-prm-es-01.jpg"",""syl/sylvania-631-ll-bp2-wty-es-05.jpg""}'","[{""Base Type"" : ""BA15s""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Overall Length (in)"" : ""1-7/16 Inch""}, {""Amperage (A)"" : ""0.63 Amp""}, {""Light Output (Lumens)"" : ""75 Lumen""}, {""Bulb Diameter (in)"" : ""3/4 Inch""}, {""Wattage (W)"" : ""8.8 Watt""}, {""Voltage (V)"" : ""12 Volt""}, {""Number Of Filaments"" : ""1""}, {""Color"" : ""Clear""}, {""Bulb Type"" : ""Incandescent""}, {""Street Legal"" : ""Yes""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Industry Number"" : ""631""}, {""Light Center Length (in)"" : ""3/4 Inch""}, {""Bulb Family"" : ""G6""}]"
SYL,63LLBP,63 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/63llbp_01_001.jpg"",""syl/63llbp_01_002.jpg"",""syl/63llbp_01_003.jpg"",""syl/63llbp_01_004.jpg"",""syl/63llbp_01_005.jpg"",""syl/63llbp_01_006.jpg"",""syl/63llbp_01_007.jpg"",""syl/63llbp_01_008.jpg"",""syl/63llbp_01_009.jpg"",""syl/63llbp_01_010.jpg"",""syl/63llbp_01_011.jpg"",""syl/63llbp_01_012.jpg"",""syl/63llbp_01_013.jpg"",""syl/63llbp_01_014.jpg"",""syl/63llbp_01_015.jpg"",""syl/63llbp_01_016.jpg"",""syl/63llbp_01_017.jpg"",""syl/63llbp_01_018.jpg"",""syl/63llbp_01_019.jpg"",""syl/63llbp_01_020.jpg"",""syl/63llbp_01_021.jpg"",""syl/63llbp_01_022.jpg"",""syl/63llbp_01_023.jpg"",""syl/63llbp_01_024.jpg"",""syl/sylvania-63-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-63-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-63-ll-bp2-prm-es-01.jpg"",""syl/sylvania-63-ll-bp2-wty-es-05.jpg""}'","[{""Bulb Family"" : ""G6""}, {""Wattage (W)"" : ""4.41 Watt""}, {""Industry Number"" : ""63""}, {""Bulb Diameter (in)"" : ""3/4 Inch""}, {""Base Type"" : ""BA15s""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Light Center Length (in)"" : ""3/4 Inch""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Overall Length (in)"" : ""1-7/16 Inch""}, {""Package Quantity"" : ""2""}, {""Amperage (A)"" : ""0.63 Amp""}, {""Voltage (V)"" : ""7 Volt""}, {""Street Legal"" : ""Yes""}, {""Light Output (Lumens)"" : ""38 Lumen""}, {""Color"" : ""Clear""}]"
SYL,6411LLBP,6411 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/6411llbp_01_001.jpg"",""syl/6411llbp_01_002.jpg"",""syl/6411llbp_01_003.jpg"",""syl/6411llbp_01_004.jpg"",""syl/6411llbp_01_005.jpg"",""syl/6411llbp_01_006.jpg"",""syl/6411llbp_01_007.jpg"",""syl/6411llbp_01_008.jpg"",""syl/6411llbp_01_009.jpg"",""syl/6411llbp_01_010.jpg"",""syl/6411llbp_01_011.jpg"",""syl/6411llbp_01_012.jpg"",""syl/6411llbp_01_013.jpg"",""syl/6411llbp_01_014.jpg"",""syl/6411llbp_01_015.jpg"",""syl/6411llbp_01_016.jpg"",""syl/6411llbp_01_017.jpg"",""syl/6411llbp_01_018.jpg"",""syl/6411llbp_01_019.jpg"",""syl/6411llbp_01_020.jpg"",""syl/6411llbp_01_021.jpg"",""syl/6411llbp_01_022.jpg"",""syl/6411llbp_01_023.jpg"",""syl/6411llbp_01_024.jpg"",""syl/sylvania-6411-ll-bp2-bop-es-02.jpg"",""syl/sylvania-6411-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-6411-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-6411-ll-bp2-prm-es-01.jpg"",""syl/sylvania-6411-ll-bp2-wty-es-05.jpg""}'","[{""Overall Length (in)"" : ""1-5/8 Inch""}, {""Bulb Type"" : ""Incandescent""}, {""Number Of Filaments"" : ""1""}, {""Amperage (A)"" : ""0.83 Amp""}, {""Color"" : ""Clear""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Voltage (V)"" : ""12 Volt""}, {""Industry Number"" : ""6411""}, {""Base Type"" : ""6411""}, {""Street Legal"" : ""Yes""}, {""Wattage (W)"" : ""10 Watt""}, {""Bulb Family"" : ""G6""}]"
SYL,64132LLBP,64132 Long Life Halogen Mini Bulb (Pack of 1),"'{""syl/64132llbp_01_001.jpg"",""syl/64132llbp_01_002.jpg"",""syl/64132llbp_01_003.jpg"",""syl/64132llbp_01_004.jpg"",""syl/64132llbp_01_005.jpg"",""syl/64132llbp_01_006.jpg"",""syl/64132llbp_01_007.jpg"",""syl/64132llbp_01_008.jpg"",""syl/64132llbp_01_009.jpg"",""syl/64132llbp_01_010.jpg"",""syl/64132llbp_01_011.jpg"",""syl/64132llbp_01_012.jpg"",""syl/64132llbp_01_013.jpg"",""syl/64132llbp_01_014.jpg"",""syl/64132llbp_01_015.jpg"",""syl/64132llbp_01_016.jpg"",""syl/64132llbp_01_017.jpg"",""syl/64132llbp_01_018.jpg"",""syl/64132llbp_01_019.jpg"",""syl/64132llbp_01_020.jpg"",""syl/64132llbp_01_021.jpg"",""syl/64132llbp_01_022.jpg"",""syl/64132llbp_01_023.jpg"",""syl/64132llbp_01_024.jpg"",""syl/sylvania-64132-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-64132-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-64132-ll-bp2-wty-es-05.jpg"",""syl/sylvania-64132-ll-bp-prm-es-01.jpg""}'","[{""Bulb Diameter (in)"" : ""3/8 Inch""}, {""Base Type"" : ""BAX9s""}, {""Industry Number"" : ""64132""}, {""Voltage (V)"" : ""13.5 Volt""}, {""Amperage (A)"" : ""0.5 Amp""}, {""Street Legal"" : ""Yes""}, {""Color"" : ""Clear""}, {""Overall Length (in)"" : ""1-7/16 Inch""}, {""Bulb Family"" : ""T3""}, {""Package Quantity"" : ""1""}, {""Wattage (W)"" : ""7.35 Watt""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Light Center Length (in)"" : ""9/16 Inch""}, {""Light Output (Lumens)"" : ""125 Lumen""}, {""Color Temperature (Kelvin)"" : ""2800K""}]"
SYL,64136LLBP,64136 Long Life Mini Bulb (Pack of 1),"'{""syl/64136llbp_01_001.jpg"",""syl/64136llbp_01_002.jpg"",""syl/64136llbp_01_003.jpg"",""syl/64136llbp_01_004.jpg"",""syl/64136llbp_01_005.jpg"",""syl/64136llbp_01_006.jpg"",""syl/64136llbp_01_007.jpg"",""syl/64136llbp_01_008.jpg"",""syl/64136llbp_01_009.jpg"",""syl/64136llbp_01_010.jpg"",""syl/64136llbp_01_011.jpg"",""syl/64136llbp_01_012.jpg"",""syl/64136llbp_01_013.jpg"",""syl/64136llbp_01_014.jpg"",""syl/64136llbp_01_015.jpg"",""syl/64136llbp_01_016.jpg"",""syl/64136llbp_01_017.jpg"",""syl/64136llbp_01_018.jpg"",""syl/64136llbp_01_019.jpg"",""syl/64136llbp_01_020.jpg"",""syl/64136llbp_01_021.jpg"",""syl/64136llbp_01_022.jpg"",""syl/64136llbp_01_023.jpg"",""syl/64136llbp_01_024.jpg"",""syl/sylvania-64136-ll-bp-bop-es-02.jpg"",""syl/sylvania-64136-ll-bp-dtp-es-04.jpg"",""syl/sylvania-64136-ll-bp-mtf-es-03.jpg"",""syl/sylvania-64136-ll-bp-prm-es-01.jpg"",""syl/sylvania-64136-ll-bp-wty-es-05.jpg""}'","[{""Color"" : ""Clear""}, {""Amperage (A)"" : ""1.9 Amp""}, {""Bulb Diameter (mm)"" : ""10mm""}, {""Bulb Family"" : ""T3""}, {""Overall Length (mm)"" : ""38mm""}, {""Number Of Filaments"" : ""1""}, {""Light Output (Lumens)"" : ""600 Lumen""}, {""Overall Length (in)"" : ""1-1/2 Inch""}, {""Voltage (V)"" : ""13.5 Volt""}, {""Street Legal"" : ""Yes""}, {""Base Type"" : ""BAY9s""}, {""Industry Number"" : ""64136""}, {""Wattage (W)"" : ""26.25 Watt""}, {""Bulb Diameter (in)"" : ""3/8 Inch""}, {""Color Temperature (Kelvin)"" : ""3200K""}]"
SYL,6418LLBP,6418 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/6418llbp_01_001.jpg"",""syl/6418llbp_01_002.jpg"",""syl/6418llbp_01_003.jpg"",""syl/6418llbp_01_004.jpg"",""syl/6418llbp_01_005.jpg"",""syl/6418llbp_01_006.jpg"",""syl/6418llbp_01_007.jpg"",""syl/6418llbp_01_008.jpg"",""syl/6418llbp_01_009.jpg"",""syl/6418llbp_01_010.jpg"",""syl/6418llbp_01_011.jpg"",""syl/6418llbp_01_012.jpg"",""syl/6418llbp_01_013.jpg"",""syl/6418llbp_01_014.jpg"",""syl/6418llbp_01_015.jpg"",""syl/6418llbp_01_016.jpg"",""syl/6418llbp_01_017.jpg"",""syl/6418llbp_01_018.jpg"",""syl/6418llbp_01_019.jpg"",""syl/6418llbp_01_020.jpg"",""syl/6418llbp_01_021.jpg"",""syl/6418llbp_01_022.jpg"",""syl/6418llbp_01_023.jpg"",""syl/6418llbp_01_024.jpg"",""syl/sylvania-6418-ll-bp2-bop-es-02.jpg"",""syl/sylvania-6418-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-6418-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-6418-ll-bp2-prm-es-01.jpg"",""syl/sylvania-6418-ll-bp2-wty-es-05.jpg""}'","[{""Voltage (V)"" : ""12 Volt""}, {""Wattage (W)"" : ""5 Watt""}, {""Bulb Family"" : ""AUX""}, {""Amperage (A)"" : ""0.42 Amp""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Base Type"" : ""Festoon""}, {""Street Legal"" : ""Yes""}, {""Color"" : ""Clear""}, {""Overall Length (in)"" : ""1-3/8 Inch""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Industry Number"" : ""6418""}]"
SYL,67LLBP,67 Long Life Incandescent Mini Bulb (Pack of 2),"'{""syl/67llbp_01_001.jpg"",""syl/67llbp_01_002.jpg"",""syl/67llbp_01_003.jpg"",""syl/67llbp_01_004.jpg"",""syl/67llbp_01_005.jpg"",""syl/67llbp_01_006.jpg"",""syl/67llbp_01_007.jpg"",""syl/67llbp_01_008.jpg"",""syl/67llbp_01_009.jpg"",""syl/67llbp_01_010.jpg"",""syl/67llbp_01_011.jpg"",""syl/67llbp_01_012.jpg"",""syl/67llbp_01_013.jpg"",""syl/67llbp_01_014.jpg"",""syl/67llbp_01_015.jpg"",""syl/67llbp_01_016.jpg"",""syl/67llbp_01_017.jpg"",""syl/67llbp_01_018.jpg"",""syl/67llbp_01_019.jpg"",""syl/67llbp_01_020.jpg"",""syl/67llbp_01_021.jpg"",""syl/67llbp_01_022.jpg"",""syl/67llbp_01_023.jpg"",""syl/67llbp_01_024.jpg"",""syl/sylvania-67-ll-bp2-bop-es-02.jpg"",""syl/sylvania-67-ll-bp2-dtp-es-04.jpg"",""syl/sylvania-67-ll-bp2-mtf-es-03.jpg"",""syl/sylvania-67-ll-bp2-prm-es-01.jpg"",""syl/sylvania-67-ll-bp2-wty-es-05.jpg""}'","[{""Overall Length (in)"" : ""1-7/16 Inch""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Base Type"" : ""BA15s""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Light Center Length (in)"" : ""13/16 Inch""}, {""Street Legal"" : ""Yes""}, {""Voltage (V)"" : ""13.5 Volt""}, {""Amperage (A)"" : ""0.59 Amp""}, {""Bulb Diameter (in)"" : ""3/4 Inch""}, {""Color"" : ""Clear""}, {""Bulb Family"" : ""G6""}, {""Wattage (W)"" : ""8 Watt""}, {""Industry Number"" : ""67""}, {""Light Output (Lumens)"" : ""50 Lumen""}]"
